"Dato";"Valør";"Tekst";"";"Beløb";"Saldo";"Egen bilagsreference"
"08.08.2025";"08.08.2025";"LS 38393 DANFOODS APS";"";"-1.773,13";"419.448,82";""
"08.08.2025";"08.08.2025";"LP3ab76d4aa8                        -SE MEDD.";"";"24.228,44";"443.677,26";""
"08.08.2025";"08.08.2025";"MCD 01329 DAGROFA S/ENGRO";"";"-96,74";"443.580,52";""
"08.08.2025";"08.08.2025";"MCD 01332 CIRCLE K SILKEBORGVEJ,";"";"-319,00";"443.261,52";""
"08.08.2025";"08.08.2025";"MCD 01330 SAM'S";"";"-375,00";"442.886,52";""
"08.08.2025";"08.08.2025";"MCD 01331 SAM'S";"";"-450,00";"442.436,52";""
"08.08.2025";"08.08.2025";"MCD 01328 CIRCLE K TILST";"";"-452,78";"441.983,74";""
"11.08.2025";"11.08.2025";"Aalborg Karneval                    -SE MEDD.";"";"848,75";"442.832,49";""
"11.08.2025";"11.08.2025";"MCD 01334 Revolut**3612*";"";"-5.000,00";"437.832,49";""
"11.08.2025";"11.08.2025";"MCD 01333 CIRCLE K TILST";"";"-268,40";"437.564,09";""
"11.08.2025";"11.08.2025";"02000118060010908255                -SE MEDD.";"";"197,02";"437.761,11";""
"11.08.2025";"11.08.2025";"MCD 01335 CIRCLE K SILKEBORGVEJ,";"";"-382,00";"437.379,11";""
"11.08.2025";"11.08.2025";"MCD 01339 Revolut**3612*";"";"-1.000,00";"436.379,11";""
"11.08.2025";"11.08.2025";"02000118060011008251                -SE MEDD.";"";"282,18";"436.661,29";""
"11.08.2025";"11.08.2025";"BS AURA A/S - FIBER";"";"-299,00";"436.362,29";""
"11.08.2025";"11.08.2025";"LS 11045 OK A.M.B.A.";"";"-203,16";"436.159,13";""
"11.08.2025";"11.08.2025";"LS 15741 DAGROFA FOODSERVICE A/S";"";"-6.185,53";"429.973,60";""
